employee_id,age,department,job_role,monthly_income,years_at_company,job_satisfaction,overtime,attrition
E0458,41,Sales,Sales Executive,4239,21,3,Yes,No
E0459,56,Research & Development,Healthcare Representative,6145,29,1,No,No
E0460,18,Research & Development,Research Scientist,6695,33,4,No,No
E0461,18,Sales,Research Scientist,6261,21,3,No,No
E0462,57,Research & Development,Human Resources,5492,29,3,Yes,Yes
E0463,43,Sales,Manufacturing Director,9041,14,3,No,No
E0464,48,Sales,Manager,7500,14,2,Yes,No
E0465,29,Research & Development,Laboratory Technician,8361,0,4,No,No
E0466,31,Research & Development,Healthcare Representative,7797,27,3,Yes,No
E0467,38,Research & Development,Healthcare Representative,8467,10,1,No,No
E0468,27,Research & Development,Human Resources,9986,33,4,No,No
E0469,37,Human Resources,Research Scientist,9428,39,3,No,No
E0470,59,Research & Development,Manufacturing Director,11615,35,2,No,No
E0471,50,Research & Development,Laboratory Technician,9178,11,4,Yes,No
E0472,55,Sales,Manufacturing Director,5027,26,1,No,No
E0473,39,Research & Development,Manager,8364,30,3,No,No
E0474,51,Research & Development,Sales Executive,8063,20,3,No,No
E0475,36,Research & Development,Manufacturing Director,10725,20,4,No,No
E0476,44,Research & Development,Laboratory Technician,4372,17,3,Yes,No
E0477,49,Sales,Human Resources,7727,12,4,No,No
E0478,53,Research & Development,Research Scientist,5002,23,2,No,No
E0479,57,Research & Development,Research Scientist,7628,40,4,Yes,No
E0480,22,Research & Development,Sales Executive,6028,8,1,No,No
E0481,52,Research & Development,Manufacturing Director,7555,1,4,Yes,No
E0482,48,Research & Development,Sales Executive,3397,2,4,No,No
E0483,49,Research & Development,Manufacturing Director,8245,23,3,No,No
E0484,18,Research & Development,Research Scientist,6953,11,1,No,No
E0485,38,Research & Development,Laboratory Technician,6835,18,2,Yes,No
E0486,59,Sales,Healthcare Representative,10791,38,1,Yes,No
E0487,56,Sales,Healthcare Representative,5659,3,4,No,No
E0488,27,Research & Development,Sales Executive,7253,7,2,Yes,No
E0489,38,Research & Development,Research Scientist,6721,8,4,No,Yes
E0490,55,Sales,Laboratory Technician,6936,18,4,No,No
E0491,58,Sales,Manufacturing Director,11388,28,1,No,No
E0492,32,Research & Development,Human Resources,6640,7,4,No,No
E0493,52,Research & Development,Sales Executive,5252,4,2,Yes,No
E0494,53,Research & Development,Sales Executive,10616,3,1,Yes,No
E0495,24,Research & Development,Healthcare Representative,5823,32,2,No,No
E0496,19,Research & Development,Human Resources,2969,1,3,No,No
E0497,20,Research & Development,Manager,4870,25,4,No,No
E0498,24,Research & Development,Manufacturing Director,3758,23,3,No,Yes
E0499,49,Sales,Sales Executive,2540,4,1,No,No
E0500,34,Research & Development,Healthcare Representative,5701,22,2,No,Yes
E0501,47,Sales,Manufacturing Director,6346,11,2,No,No
E0502,21,Sales,Manufacturing Director,9097,21,3,No,No
E0503,43,Sales,Manufacturing Director,7885,5,3,No,No
E0504,50,Sales,Manufacturing Director,7784,27,1,No,No
E0505,59,Research & Development,Manager,4535,32,1,No,Yes
E0506,31,Research & Development,Research Scientist,8447,0,1,No,No
E0507,41,Human Resources,Sales Executive,9561,21,4,No,No
E0508,38,Research & Development,Sales Executive,7368,26,3,No,No
E0509,32,Research & Development,Laboratory Technician,7430,0,2,No,No
E0510,45,Sales,Manufacturing Director,3718,29,4,No,Yes
E0511,42,Research & Development,Manager,8820,22,1,Yes,No
E0512,53,Research & Development,Manufacturing Director,10418,12,1,No,No
E0513,19,Human Resources,Manufacturing Director,7210,19,2,No,No
E0514,27,Human Resources,Human Resources,5192,27,1,No,No
E0515,42,Sales,Manager,6144,26,4,No,No
E0516,42,Research & Development,Healthcare Representative,5575,31,4,No,No
E0517,56,Research & Development,Laboratory Technician,5707,1,3,No,No
E0518,47,Research & Development,Research Scientist,7926,32,4,No,No
E0519,18,Sales,Human Resources,7115,1,2,No,No
E0520,39,Research & Development,Manufacturing Director,8709,26,1,No,No
E0521,54,Research & Development,Sales Executive,7316,14,2,No,No
E0522,55,Research & Development,Manufacturing Director,4599,2,1,Yes,Yes
E0523,52,Research & Development,Sales Executive,5398,28,4,No,No
E0524,38,Sales,Human Resources,5262,22,3,No,No
E0525,22,Human Resources,Manufacturing Director,6090,27,4,No,No
E0526,27,Sales,Manager,10448,15,2,No,No
E0527,54,Sales,Manufacturing Director,10801,11,3,No,Yes
E0528,32,Sales,Sales Executive,8341,25,2,No,Yes
E0529,50,Research & Development,Healthcare Representative,6761,8,2,No,No
E0530,19,Research & Development,Healthcare Representative,3504,33,3,No,No
E0531,39,Sales,Research Scientist,6984,28,4,No,No
E0532,58,Sales,Manager,4762,40,3,No,No
E0533,28,Research & Development,Research Scientist,10087,1,3,No,Yes
E0534,19,Research & Development,Healthcare Representative,2967,24,3,No,Yes
E0535,30,Sales,Manager,7346,22,2,Yes,Yes
E0536,20,Human Resources,Sales Executive,4577,35,4,No,No
E0537,44,Sales,Laboratory Technician,6479,17,4,No,No
E0538,26,Research & Development,Research Scientist,7965,38,2,No,No
E0539,28,Sales,Manager,8748,9,4,Yes,No
E0540,43,Research & Development,Research Scientist,6366,35,2,No,No
E0541,31,Research & Development,Healthcare Representative,8175,21,3,No,No
E0542,45,Research & Development,Laboratory Technician,5043,38,3,No,No
E0543,58,Research & Development,Sales Executive,7040,8,4,No,No
E0544,58,Human Resources,Human Resources,8705,10,4,No,No
E0545,49,Research & Development,Healthcare Representative,7231,23,2,Yes,No
E0546,59,Research & Development,Research Scientist,5335,22,3,No,No
E0547,49,Research & Development,Human Resources,5886,6,3,No,No
E0548,20,Research & Development,Healthcare Representative,8734,26,4,Yes,No
E0549,59,Sales,Manager,4098,16,1,Yes,No
E0550,42,Sales,Research Scientist,4423,6,3,Yes,No
E0551,18,Sales,Sales Executive,7823,20,3,Yes,No
E0552,44,Research & Development,Sales Executive,5534,28,2,No,No
E0553,28,Sales,Manufacturing Director,3303,1,2,No,No
E0554,40,Sales,Manager,9472,37,3,No,No
E0555,46,Research & Development,Human Resources,4081,25,2,No,No
E0556,19,Sales,Human Resources,6061,10,1,No,No
E0557,36,Sales,Healthcare Representative,5137,30,4,No,No
E0558,20,Research & Development,Healthcare Representative,5845,34,2,No,No
E0559,22,Sales,Laboratory Technician,4554,39,1,No,No
E0560,27,Human Resources,Sales Executive,8071,32,1,No,No
E0561,51,Sales,Research Scientist,6744,8,4,No,No
E0562,35,Research & Development,Sales Executive,8664,6,2,No,No
E0563,20,Research & Development,Healthcare Representative,5160,8,2,No,No
E0564,50,Sales,Manufacturing Director,11193,35,2,No,No
E0565,41,Sales,Manager,2310,12,1,No,No
E0566,24,Research & Development,Research Scientist,3013,13,3,Yes,No
E0567,42,Research & Development,Human Resources,10357,36,1,No,No
E0568,28,Sales,Manager,7543,8,4,No,No
E0569,45,Human Resources,Human Resources,7251,16,2,No,No
E0570,58,Research & Development,Healthcare Representative,7449,12,1,No,No
E0571,31,Human Resources,Laboratory Technician,7757,12,2,Yes,No
E0572,50,Sales,Healthcare Representative,7159,24,1,No,No
E0573,19,Sales,Healthcare Representative,4375,30,2,No,Yes
E0574,35,Research & Development,Research Scientist,8300,10,1,No,Yes
E0575,56,Sales,Sales Executive,7953,1,3,No,No
E0576,21,Sales,Healthcare Representative,9643,26,4,Yes,No
E0577,57,Sales,Sales Executive,10381,22,2,Yes,Yes
E0578,22,Sales,Sales Executive,7227,27,1,No,No
E0579,38,Research & Development,Sales Executive,3799,18,1,Yes,Yes
E0580,25,Sales,Healthcare Representative,10400,31,4,No,No
E0581,18,Human Resources,Human Resources,4260,25,2,No,No
E0582,33,Sales,Manufacturing Director,7244,31,2,No,No
E0583,42,Research & Development,Research Scientist,5935,29,1,No,No
E0584,49,Research & Development,Manufacturing Director,5553,20,3,Yes,Yes
E0585,31,Research & Development,Manufacturing Director,8181,13,1,No,No
E0586,39,Research & Development,Healthcare Representative,7038,23,4,No,No
E0587,25,Research & Development,Manufacturing Director,7629,26,1,Yes,No
E0588,49,Sales,Manufacturing Director,4705,23,1,No,No
E0589,25,Research & Development,Laboratory Technician,6117,21,3,No,No
E0590,55,Research & Development,Human Resources,4807,14,2,Yes,No
E0591,25,Sales,Manufacturing Director,6062,5,3,Yes,No
E0592,46,Research & Development,Laboratory Technician,6239,17,1,No,No
E0593,32,Sales,Sales Executive,10557,36,4,No,No
E0594,60,Research & Development,Healthcare Representative,5929,29,2,No,No
E0595,30,Research & Development,Laboratory Technician,1824,30,4,No,No
E0596,58,Research & Development,Research Scientist,9569,30,4,No,No
E0597,53,Research & Development,Manufacturing Director,7488,37,3,Yes,Yes
E0598,38,Research & Development,Manufacturing Director,6212,9,2,No,No
E0599,39,Human Resources,Manager,5538,29,2,No,No
E0600,33,Research & Development,Manufacturing Director,4417,2,3,No,No
E0601,36,Research & Development,Healthcare Representative,10764,10,1,No,No
E0602,38,Research & Development,Healthcare Representative,6614,1,1,No,Yes
E0603,24,Research & Development,Manager,2677,17,3,Yes,No
E0604,31,Research & Development,Sales Executive,7221,5,1,No,No
E0605,55,Sales,Laboratory Technician,9154,15,2,Yes,No
E0606,60,Human Resources,Manager,6844,5,3,No,No
E0607,20,Research & Development,Sales Executive,4516,1,2,Yes,Yes
E0608,49,Research & Development,Manufacturing Director,4320,19,4,No,No
E0609,28,Research & Development,Laboratory Technician,4482,16,4,Yes,No
E0610,46,Research & Development,Manager,9848,17,1,No,No
E0611,44,Research & Development,Human Resources,6342,14,1,No,No
E0612,55,Research & Development,Sales Executive,2807,16,4,No,No
E0613,48,Sales,Research Scientist,7345,0,1,No,No
E0614,53,Research & Development,Manager,6810,19,2,No,No
E0615,52,Research & Development,Research Scientist,5512,34,4,No,No
E0616,45,Research & Development,Manufacturing Director,4255,5,3,No,No
E0617,35,Research & Development,Human Resources,4159,5,2,No,No
E0618,32,Sales,Human Resources,8891,31,1,No,No
E0619,32,Research & Development,Human Resources,7045,20,2,No,No
E0620,33,Research & Development,Sales Executive,7553,10,3,No,No
E0621,30,Research & Development,Research Scientist,7038,32,1,No,No
E0622,31,Research & Development,Research Scientist,7221,13,3,No,No
E0623,42,Research & Development,Manager,5470,24,2,No,No
E0624,29,Research & Development,Research Scientist,6047,22,2,No,No
E0625,32,Sales,Manufacturing Director,9063,6,4,No,No
E0626,48,Sales,Manager,9612,30,4,No,No
E0627,32,Research & Development,Manufacturing Director,3811,25,3,No,No
E0628,22,Sales,Human Resources,6042,8,3,Yes,No
E0629,18,Sales,Manufacturing Director,8346,31,2,No,No
E0630,50,Sales,Laboratory Technician,10641,25,1,No,No
E0631,58,Sales,Human Resources,10420,35,2,Yes,No
E0632,47,Human Resources,Manufacturing Director,4749,33,1,No,No
E0633,20,Sales,Research Scientist,9305,13,2,No,Yes
E0634,42,Sales,Healthcare Representative,6629,38,2,No,No
E0635,29,Human Resources,Manager,8798,1,3,No,No
E0636,31,Human Resources,Manager,8234,13,2,No,Yes
E0637,57,Sales,Sales Executive,3719,24,2,No,No
E0638,53,Research & Development,Sales Executive,7710,21,3,No,No
E0639,49,Sales,Healthcare Representative,8713,9,1,No,No
E0640,39,Research & Development,Manager,6456,8,1,Yes,No
E0641,42,Sales,Healthcare Representative,5958,32,3,No,No
E0642,57,Research & Development,Laboratory Technician,3042,35,3,No,No
E0643,46,Sales,Manager,8004,27,4,Yes,No
E0644,42,Research & Development,Healthcare Representative,6959,21,3,No,No
E0645,22,Sales,Human Resources,4471,31,4,No,No
E0646,60,Research & Development,Laboratory Technician,5783,9,3,No,No
E0647,52,Research & Development,Manager,6840,39,4,No,No
E0648,33,Sales,Research Scientist,5271,5,1,No,No
E0649,28,Research & Development,Manager,6506,23,3,No,No
E0650,59,Research & Development,Manager,2650,13,4,No,No
E0651,59,Sales,Research Scientist,9469,37,4,No,No
E0652,36,Sales,Sales Executive,6535,10,2,No,No
E0653,27,Research & Development,Human Resources,4081,26,4,No,No
E0654,52,Sales,Sales Executive,1500,6,2,Yes,No
E0655,44,Research & Development,Manufacturing Director,8764,7,1,No,No
E0656,56,Research & Development,Sales Executive,7728,17,4,No,No
E0657,41,Research & Development,Laboratory Technician,6964,32,2,No,No
E0658,41,Research & Development,Manager,8400,11,1,No,No
E0659,24,Research & Development,Manufacturing Director,8394,28,1,No,No
E0660,43,Sales,Research Scientist,6928,23,1,No,Yes
E0661,33,Research & Development,Laboratory Technician,5941,40,4,Yes,Yes
E0662,26,Research & Development,Sales Executive,5582,12,4,No,No
E0663,51,Sales,Healthcare Representative,7426,9,4,No,No
E0664,32,Research & Development,Sales Executive,9573,37,1,Yes,No
E0665,27,Human Resources,Laboratory Technician,6274,13,4,No,No
E0666,59,Research & Development,Sales Executive,9748,8,3,No,No
E0667,59,Human Resources,Research Scientist,7321,33,2,No,No
E0668,39,Sales,Sales Executive,7338,33,3,No,No
E0669,30,Research & Development,Human Resources,11791,2,4,Yes,No
E0670,24,Sales,Manager,10136,35,2,No,No
E0671,44,Sales,Human Resources,10193,25,1,No,No
E0672,44,Human Resources,Healthcare Representative,4745,11,4,No,No
E0673,44,Sales,Manufacturing Director,11323,21,1,No,No
E0674,51,Human Resources,Research Scientist,6319,9,1,No,No
E0675,38,Research & Development,Human Resources,6000,6,3,Yes,No
E0676,47,Human Resources,Human Resources,1750,5,4,No,No
E0677,46,Human Resources,Laboratory Technician,7218,6,4,No,No
E0678,52,Research & Development,Research Scientist,4117,23,4,No,No
E0679,49,Human Resources,Laboratory Technician,7398,33,4,No,No
E0680,19,Research & Development,Laboratory Technician,3945,19,1,Yes,No
E0681,44,Research & Development,Human Resources,10455,0,2,No,No
E0682,59,Research & Development,Sales Executive,7713,17,3,No,No
E0683,42,Sales,Healthcare Representative,11516,30,2,No,No
E0684,40,Sales,Manager,4249,34,3,No,No
E0685,44,Sales,Manager,9908,30,2,No,No
E0686,42,Research & Development,Research Scientist,2534,15,2,Yes,No
E0687,35,Sales,Laboratory Technician,6958,26,1,No,No
E0688,60,Research & Development,Laboratory Technician,5110,2,3,No,Yes
E0689,21,Research & Development,Laboratory Technician,5514,16,4,No,Yes
E0690,53,Research & Development,Sales Executive,5364,22,4,No,No
E0691,24,Research & Development,Sales Executive,4488,1,2,No,No
E0692,26,Human Resources,Sales Executive,3729,0,3,No,No
E0693,44,Research & Development,Human Resources,5527,32,1,No,Yes
E0694,45,Research & Development,Laboratory Technician,6755,9,3,No,No
E0695,57,Sales,Research Scientist,9060,5,2,Yes,No
E0696,30,Human Resources,Manager,7150,24,4,No,No
E0697,19,Sales,Manufacturing Director,9066,11,3,No,No
E0698,28,Sales,Laboratory Technician,3248,40,1,Yes,No
E0699,41,Sales,Sales Executive,5547,38,4,Yes,No
E0700,33,Research & Development,Laboratory Technician,8064,33,3,No,No
E0701,28,Research & Development,Healthcare Representative,7255,12,1,No,No
E0702,57,Sales,Healthcare Representative,4605,35,2,Yes,No
E0703,42,Research & Development,Laboratory Technician,8555,10,1,Yes,Yes
E0704,46,Sales,Healthcare Representative,5331,9,2,No,No
E0705,50,Sales,Manager,4790,39,4,No,No
E0706,35,Research & Development,Human Resources,7571,27,4,No,Yes
E0707,49,Research & Development,Manufacturing Director,6514,3,3,No,Yes
E0708,59,Research & Development,Research Scientist,5350,36,2,No,No
E0709,49,Sales,Sales Executive,5275,6,2,Yes,Yes
E0710,30,Sales,Research Scientist,4146,27,4,No,No
E0711,51,Sales,Sales Executive,5629,17,1,No,No
E0712,28,Research & Development,Manufacturing Director,8920,0,4,No,No
E0713,21,Human Resources,Research Scientist,7038,32,4,No,No
E0714,37,Research & Development,Research Scientist,8609,28,4,No,No
E0715,39,Research & Development,Manager,7635,36,3,No,Yes
E0716,38,Human Resources,Laboratory Technician,5153,25,4,Yes,Yes
E0717,29,Sales,Manager,2872,30,1,No,No
E0718,29,Sales,Sales Executive,4461,37,4,No,No
E0719,57,Research & Development,Laboratory Technician,5023,40,1,No,No
E0720,30,Sales,Sales Executive,4853,22,1,No,No
E0721,51,Research & Development,Manufacturing Director,8658,0,1,Yes,Yes
E0722,29,Research & Development,Sales Executive,8635,14,3,No,No
E0723,22,Sales,Research Scientist,11366,25,1,Yes,Yes
E0724,20,Research & Development,Manager,4820,4,3,Yes,No
E0725,28,Research & Development,Human Resources,10014,4,1,No,No
E0726,54,Sales,Manufacturing Director,10001,16,3,No,No
E0727,37,Research & Development,Human Resources,5989,37,1,No,No
E0728,47,Research & Development,Manager,7542,13,3,No,No
E0729,59,Sales,Manager,9230,38,1,Yes,No
E0730,20,Sales,Human Resources,6370,32,4,Yes,No
E0731,22,Sales,Sales Executive,6200,12,2,Yes,No
E0732,57,Sales,Research Scientist,5120,9,3,No,No
E0733,42,Sales,Manufacturing Director,1500,33,2,Yes,No
E0734,44,Sales,Healthcare Representative,6655,30,3,No,Yes
E0735,32,Research & Development,Human Resources,4938,25,2,No,No
E0736,53,Research & Development,Sales Executive,4134,40,1,No,No
E0737,45,Research & Development,Research Scientist,7429,4,4,No,Yes
E0738,29,Research & Development,Laboratory Technician,3307,15,3,Yes,No
E0739,45,Research & Development,Healthcare Representative,8273,24,2,No,No
E0740,18,Research & Development,Human Resources,7564,2,1,No,No
E0741,28,Research & Development,Human Resources,5620,40,4,Yes,Yes
E0742,26,Research & Development,Manager,6361,23,2,No,Yes
E0743,51,Research & Development,Manager,3882,12,4,Yes,Yes
E0744,49,Research & Development,Laboratory Technician,8151,9,4,No,No
E0745,21,Research & Development,Healthcare Representative,6912,0,4,No,No
E0746,56,Sales,Research Scientist,7076,24,3,Yes,No
E0747,53,Sales,Manufacturing Director,7604,40,1,No,No
E0748,36,Research & Development,Laboratory Technician,5087,1,1,No,No
E0749,27,Sales,Human Resources,3158,16,1,No,No
E0750,36,Sales,Laboratory Technician,8606,27,2,No,No
E0751,43,Sales,Laboratory Technician,8015,17,3,No,No
E0752,45,Sales,Laboratory Technician,5322,26,4,Yes,No
E0753,32,Human Resources,Human Resources,7400,29,1,Yes,No
E0754,22,Research & Development,Human Resources,9268,39,3,No,No
E0755,44,Sales,Manufacturing Director,9005,24,1,No,No
E0756,48,Research & Development,Human Resources,5258,29,2,No,No
E0757,29,Sales,Manager,3225,12,1,No,No
E0758,45,Research & Development,Manager,3602,6,2,No,No
E0759,42,Research & Development,Human Resources,5814,4,3,No,Yes
E0760,39,Sales,Laboratory Technician,9717,4,3,No,No
E0761,18,Research & Development,Manufacturing Director,4897,33,4,No,No
E0762,31,Sales,Research Scientist,5188,1,3,No,No
E0763,34,Research & Development,Laboratory Technician,5143,19,2,No,No
E0764,53,Human Resources,Manufacturing Director,5330,25,4,No,No
E0765,53,Human Resources,Sales Executive,6475,27,4,No,No
E0766,55,Sales,Research Scientist,3684,2,4,No,Yes
E0767,37,Research & Development,Manager,8886,35,4,Yes,No
E0768,32,Research & Development,Research Scientist,6181,17,4,No,No
E0769,39,Research & Development,Healthcare Representative,11954,0,1,No,No
E0770,52,Sales,Manager,3918,5,3,No,No
E0771,44,Research & Development,Research Scientist,9998,35,2,Yes,No
E0772,43,Sales,Manufacturing Director,9561,38,2,No,No
E0773,36,Sales,Human Resources,5594,30,1,No,No
E0774,47,Research & Development,Manager,5631,13,1,No,No
E0775,55,Research & Development,Human Resources,4473,38,4,Yes,Yes
E0776,46,Sales,Healthcare Representative,4498,11,4,No,No
E0777,35,Research & Development,Human Resources,6499,9,3,Yes,Yes
E0778,54,Research & Development,Laboratory Technician,6546,31,1,No,No
E0779,58,Human Resources,Healthcare Representative,2975,13,3,No,No
E0780,52,Research & Development,Healthcare Representative,11546,21,1,No,No
E0781,55,Research & Development,Human Resources,5929,27,3,No,No
E0782,29,Research & Development,Laboratory Technician,6644,6,1,No,No
E0783,36,Sales,Human Resources,5122,37,2,No,No
E0784,28,Sales,Manufacturing Director,5913,6,1,No,No
E0785,33,Human Resources,Sales Executive,5713,40,4,No,No
E0786,49,Sales,Healthcare Representative,6494,11,3,Yes,No
E0787,47,Research & Development,Human Resources,6468,17,4,No,No
E0788,18,Research & Development,Manufacturing Director,8271,10,1,Yes,No
E0789,50,Sales,Manufacturing Director,7000,22,3,No,Yes
E0790,26,Sales,Human Resources,8049,0,2,No,No
E0791,25,Research & Development,Human Resources,6478,6,2,No,No
E0792,41,Research & Development,Laboratory Technician,7009,21,4,No,No
E0793,28,Research & Development,Manager,5969,28,1,Yes,No
E0794,59,Sales,Healthcare Representative,8707,39,4,No,No
E0795,24,Research & Development,Healthcare Representative,7210,34,1,No,No
E0796,24,Sales,Manager,6152,37,2,Yes,No
E0797,50,Research & Development,Laboratory Technician,6087,32,1,No,No
E0798,30,Sales,Laboratory Technician,6260,31,3,No,No
E0799,48,Sales,Sales Executive,6567,14,3,No,Yes
E0800,47,Research & Development,Manager,6376,37,3,Yes,No
E0801,26,Sales,Research Scientist,5271,39,4,Yes,No
E0802,42,Research & Development,Healthcare Representative,8183,21,4,No,No
E0803,41,Sales,Healthcare Representative,8322,4,4,No,No
E0804,22,Sales,Healthcare Representative,10424,1,2,No,No
E0805,50,Sales,Human Resources,5172,20,1,Yes,No
E0806,54,Research & Development,Human Resources,7966,26,1,No,No
E0807,58,Research & Development,Sales Executive,2300,22,2,No,No
E0808,21,Sales,Manager,8324,36,3,No,Yes
E0809,25,Research & Development,Research Scientist,3296,21,1,No,No
E0810,53,Research & Development,Healthcare Representative,4334,27,4,No,No
E0811,31,Research & Development,Healthcare Representative,7231,31,4,No,No
E0812,44,Human Resources,Sales Executive,5133,36,1,No,No
E0813,32,Research & Development,Research Scientist,4832,24,4,No,No
E0814,27,Research & Development,Human Resources,5433,22,3,No,No
E0815,44,Research & Development,Sales Executive,8105,3,2,No,No
E0816,26,Human Resources,Research Scientist,4448,26,3,No,No
E0817,23,Research & Development,Sales Executive,6381,7,3,Yes,No
E0818,40,Sales,Research Scientist,5667,15,2,No,No
E0819,26,Human Resources,Healthcare Representative,8304,21,3,Yes,Yes
E0820,26,Human Resources,Manager,8365,3,1,Yes,Yes
E0821,51,Research & Development,Healthcare Representative,2462,28,2,No,No
E0822,40,Research & Development,Research Scientist,8799,11,4,Yes,No
E0823,41,Research & Development,Human Resources,5156,21,1,Yes,Yes
E0824,24,Research & Development,Laboratory Technician,7020,14,3,Yes,No
E0825,24,Research & Development,Laboratory Technician,4434,14,2,Yes,Yes
E0826,34,Research & Development,Manufacturing Director,7316,16,2,No,No
E0827,34,Sales,Sales Executive,12113,2,1,No,Yes
E0828,37,Research & Development,Laboratory Technician,6780,8,3,No,No
E0829,23,Sales,Manager,5488,32,3,No,No
E0830,56,Research & Development,Healthcare Representative,5989,4,3,No,No
E0831,33,Sales,Human Resources,3268,20,2,No,No
E0832,53,Research & Development,Manager,9688,5,3,No,No
E0833,35,Research & Development,Laboratory Technician,7188,22,3,No,Yes
E0834,38,Research & Development,Manager,4192,26,3,No,No
E0835,22,Sales,Human Resources,4264,19,3,No,No
E0836,47,Human Resources,Healthcare Representative,6534,31,2,Yes,No
E0837,20,Sales,Manager,8550,10,3,No,No
E0838,50,Research & Development,Manufacturing Director,3968,22,3,No,No
E0839,55,Sales,Human Resources,8950,11,4,No,No
E0840,33,Research & Development,Research Scientist,6298,20,2,Yes,No
E0841,56,Research & Development,Laboratory Technician,4453,2,2,No,No
E0842,48,Research & Development,Research Scientist,5471,11,3,No,No
E0843,18,Research & Development,Sales Executive,10347,29,3,Yes,No
E0844,26,Sales,Healthcare Representative,3446,31,2,No,No
E0845,45,Research & Development,Sales Executive,4890,11,1,No,No
E0846,48,Sales,Research Scientist,8596,10,3,Yes,Yes
E0847,22,Research & Development,Manager,6976,12,3,No,No
E0848,47,Research & Development,Research Scientist,4759,11,4,Yes,No
E0849,52,Research & Development,Human Resources,8623,40,3,No,No
E0850,21,Sales,Sales Executive,8727,26,3,Yes,No
E0851,55,Research & Development,Manufacturing Director,7229,15,1,Yes,No
E0852,40,Research & Development,Sales Executive,5153,18,2,No,No
E0853,44,Sales,Sales Executive,5492,20,1,No,No
E0854,20,Research & Development,Manager,7126,22,3,Yes,Yes
E0855,44,Sales,Sales Executive,3614,15,3,No,No
E0856,37,Sales,Human Resources,9421,39,4,No,No
E0857,33,Research & Development,Healthcare Representative,10240,11,3,No,No
E0858,51,Sales,Manufacturing Director,5981,17,4,No,No
E0859,28,Sales,Human Resources,7283,0,3,No,No
E0860,20,Research & Development,Laboratory Technician,9109,20,4,No,No
E0861,39,Research & Development,Laboratory Technician,10802,35,2,No,No
E0862,49,Sales,Laboratory Technician,9925,40,3,No,Yes
E0863,23,Sales,Healthcare Representative,2682,19,3,Yes,No
E0864,60,Research & Development,Manager,5806,5,3,Yes,No
E0865,46,Research & Development,Manufacturing Director,7602,29,3,No,No
E0866,58,Research & Development,Research Scientist,5413,26,4,No,Yes
E0867,38,Research & Development,Human Resources,10422,39,1,No,No
E0868,23,Research & Development,Healthcare Representative,10085,20,2,No,No
E0869,25,Human Resources,Manager,4705,0,3,No,No
E0870,39,Research & Development,Manufacturing Director,6143,36,3,No,No
E0871,43,Sales,Research Scientist,4851,27,3,No,No
E0872,49,Sales,Human Resources,6071,32,1,No,No
E0873,52,Sales,Healthcare Representative,6004,4,4,Yes,No
E0874,50,Research & Development,Laboratory Technician,8599,18,3,Yes,No
E0875,43,Research & Development,Manager,4545,18,2,No,No
E0876,18,Research & Development,Sales Executive,1500,10,4,No,No
E0877,40,Sales,Human Resources,2970,34,2,No,No
E0878,53,Research & Development,Healthcare Representative,4238,7,1,No,No
E0879,54,Human Resources,Healthcare Representative,5057,2,4,Yes,No
E0880,53,Sales,Sales Executive,6912,9,2,No,No
E0881,18,Research & Development,Research Scientist,4124,40,4,No,Yes
E0882,36,Research & Development,Manager,3836,4,3,No,No
E0883,44,Research & Development,Manufacturing Director,4455,23,1,No,No
E0884,28,Research & Development,Sales Executive,4046,7,2,No,No
E0885,35,Research & Development,Healthcare Representative,5280,16,4,Yes,No
E0886,22,Sales,Manager,5186,22,4,No,Yes
E0887,26,Research & Development,Research Scientist,8016,0,1,Yes,No
E0888,18,Sales,Healthcare Representative,4323,9,4,Yes,Yes
E0889,60,Research & Development,Human Resources,5713,24,4,No,No
E0890,54,Research & Development,Manufacturing Director,5301,0,3,Yes,No
E0891,35,Sales,Research Scientist,8280,20,1,No,No
E0892,18,Research & Development,Human Resources,6161,24,3,No,No
E0893,32,Sales,Human Resources,8812,8,2,No,Yes
E0894,36,Sales,Manufacturing Director,3965,6,1,No,No
E0895,25,Research & Development,Laboratory Technician,6391,20,4,No,Yes
E0896,46,Sales,Manager,5233,29,3,No,No
E0897,60,Research & Development,Sales Executive,3803,0,1,No,No
E0898,54,Sales,Laboratory Technician,6351,13,2,No,Yes
E0899,54,Research & Development,Manufacturing Director,10312,40,4,No,No
E0900,53,Research & Development,Healthcare Representative,4624,13,2,No,No
